Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Belgium,BEL,Net foreign assets (current LCU),FM.AST.NFRG.CN,134363480871.062,150263616739.555,140863957892.996,133224608876.349,126310514533.317
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.24083533103139,-5.30447336526071,6.92798360287613,3.01472197492703,1.36505523054922
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,46641.7214017087,45587.968308319,51863.8311565054,49942.0906424887,53475.2934952935
Belgium,BEL,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.55,1.71,2.24,..,..
Belgium,BEL,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,6.16,4.32,5.63,..,..
Belgium,BEL,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,0.5,..,..,..,..
Belgium,BEL,"Time to import, border compliance (hours)",IC.IMP.TMBC,0,..,..,..,..
Belize,BLZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,50.3045340046588,43.9962961819107,51.4864133743122,55.5757284622893,52.8569251866524
Belize,BLZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.29766422704239,-22.9119936582419,32.1461099605446,10.2390475584028,9.69605205719823
Belize,BLZ,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1179077488.65783,908927329.230791,1201112107.94676,1324094547.90917,1452479444.56096
Belize,BLZ,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-153093983.358384,-98644854.2300841,124439812.721978,-129264645.522344,-34249580.3015069
Belize,BLZ,Net foreign assets (current LCU),FM.AST.NFRG.CN,594209878.094205,823274440.480108,1279907745.60282,1395909403.04545,1575677219.17613
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.23623453555723,-13.7316910831405,17.8624478393742,8.73431143782066,4.5416322077583
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,6134.21523305713,5185.1580697602,6060.96822340845,6984.21695968163,7987.58595509037
Belize,BLZ,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,10.88,11.76,11.87,..,..
Belize,BLZ,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,11.3,11.93,11.94,..,..
Belize,BLZ,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,36,..,..,..,..
Belize,BLZ,"Time to import, border compliance (hours)",IC.IMP.TMBC,30,..,..,..,..
Benin,BEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.0508051206822,24.9607629492202,27.1360546569676,29.2803105204475,30.1570110221303
Benin,BEN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.39394794126189,-19.7928049110094,16.7929688414011,18.5315979525969,8.69996508437052
Benin,BEN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,4670415433.66079,3746009218.34263,4375075379.17492,5185846758.56668,5637013615.89094
Benin,BEN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-370404520.147909,-95453491.6507545,-470167351.656492,-860659542.28958,..
Benin,BEN,Net foreign assets (current LCU),FM.AST.NFRG.CN,1233109489306.5,1549283919372.9,2131278194333.94,2152792227394.97,1734068259874.41
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.86568662848335,3.84879240030133,7.1554516457574,6.25324491401346,6.35282160914288
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1170.88599492622,1240.73315461172,1360.91147388169,1304.99479694323,1434.66283439144
Benin,BEN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,11.67,11.67,11.32,..,..
Benin,BEN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,12.17,12.17,12.17,..,..
Benin,BEN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,58.66667,..,..,..,..
Benin,BEN,"Time to import, border compliance (hours)",IC.IMP.TMBC,82,..,..,..,..
Bermuda,BMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.816677252469,22.059744042054,23.5191084135593,25.0477390080199,..
Bermuda,BMU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.21375575541749,-21.2684943429069,8.64308415089126,8.57233704292528,..
Bermuda,BMU,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1686467354.89346,1327781140.92298,1442542382.27261,1566201977.26807,..
Bermuda,BMU,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,891579728.729352,829219277.882296,869175667.605,..,..
Bermuda,BMU,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.306266735233933,-6.84286964270544,5.41909484048358,6.43113399633694,..
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,116153.166121638,107791.886435134,114274.622043786,123091.123516,..
Bermuda,BMU,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,39.96,22.26,22.24,..,..
Bermuda,BMU,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,28.09,23.32,23.24,..,..
Bermuda,BMU,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
Bermuda,BMU,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Bhutan,BTN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.6660115175957,43.7647190686249,48.3837097345023,60.1385173325092,..
Bhutan,BTN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-3.36440414268863,-9.05691654194682,8.96209592247116,17.1431053720288,..
Bhutan,BTN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1120307784.32037,1018842443.28154,1110152080.34728,1300466621.27099,..
Bhutan,BTN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-201954844.932823,-194156922.111583,-422814180.722974,-530975999.037054,-714220042.791702
Bhutan,BTN,Net foreign assets (current LCU),FM.AST.NFRG.CN,71729722890.141,100912850179.865,94666155639.7463,83674917630.6792,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.75514851246506,-10.2183974208569,4.42136738945015,5.21386783786224,..
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,3564.59877149986,3181.33974675871,3561.22528660505,3704.01839495326,..
Bhutan,BTN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,8.13,7.63,4.06,..,..
Bhutan,BTN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,22.43,22.42,9.76,..,..
Bhutan,BTN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,8,..,..,..,..
Bhutan,BTN,"Time to import, border compliance (hours)",IC.IMP.TMBC,5,..,..,..,..
Bolivia,BOL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,31.4300444441081,25.2306728309622,31.1960506534797,35.1443439153378,31.5691391782809
Bolivia,BOL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.52466089222749,-24.9630244957842,15.6979470392185,8.80254111827345,0.624157741683987
Bolivia,BOL,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,12803945180.6386,9607693208.76901,11115903800.3722,12094385803.0677,12169873848.3666
Bolivia,BOL,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-2766073156.58992,-971733375.737526,-585529613.648873,-1289692537.58175,-3492567189.04283
Bolivia,BOL,Net foreign assets (current LCU),FM.AST.NFRG.CN,54471851552.8092,42932409958.2728,38792505415.0223,31319968905.933,..
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.21670563961031,-8.7378843576993,6.11137269714146,3.60568042633635,2.44347191830776
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,3472.38083136442,3068.81255516456,3345.02300209796,3600.12163502163,3700.97833772869
Bolivia,BOL,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,9.95,9.95,9.83,..,..
Bolivia,BOL,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,11.88,11.88,11.9,..,..
Bolivia,BOL,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,72,..,..,..,..
Bolivia,BOL,"Time to import, border compliance (hours)",IC.IMP.TMBC,114,..,..,..,..
Bosnia and Herzegovina,BIH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,54.4760567724708,47.9297731152414,53.912587140962,61.8839303959771,56.8971095669759
Bosnia and Herzegovina,BIH,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.31472995600188,-13.4249117746402,20.588763670272,6.20892916291692,-2.37449342881129
Bosnia and Herzegovina,BIH,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,10601346589.6074,9178125163.02881,11067787662.2066,11754978758.055,11475857559.8869
Bosnia and Herzegovina,BIH,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-341873653.926884,-501148750.744898,-102796658.798546,-812319647.459056,-295368251.128078
Bosnia and Herzegovina,BIH,Net foreign assets (current LCU),FM.AST.NFRG.CN,13950553250.3378,16014518475.1994,19113438461.1954,19273413861.7285,20500012984.2551
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.88734334414875,-3.01509514759861,7.38996234012757,4.22681101095546,1.6762234691309
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,6094.72482322311,6095.10423658487,7237.27446250665,7587.58817346075,8426.09111019155
Bosnia and Herzegovina,BIH,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,5.32,2.95,3.16,..,..
Bosnia and Herzegovina,BIH,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,9.6,6.47,6.48,..,..
Bosnia and Herzegovina,BIH,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,8,..,..,..,..
Bosnia and Herzegovina,BIH,"Time to import, border compliance (hours)",IC.IMP.TMBC,5.947368,..,..,..,..
Botswana,BWA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,46.0051637049108,46.3729291399852,46.844287787324,42.0664228333796,35.7100868277159
Botswana,BWA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,11.5721875986499,4.95087308478131,2.34316783688131,-11.7386819675908,-9.88367229710686
Botswana,BWA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,7204927801.94429,7561634633.26867,7738816423.9379,6830381375.87615,6155288864.04193
Botswana,BWA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-681727999.477847,-1111163859.69344,210509650.656292,-324686949.247398,-199017423.028479
Botswana,BWA,Net foreign assets (current LCU),FM.AST.NFRG.CN,73678684419.1192,62950792526.1098,65168322337.496,65762491695.5755,70964741895.1246
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.0322025744566,-8.72875252639037,11.9206365085117,5.48602817797183,2.73091904554352
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,6691.16084579207,5875.07043504191,7244.15854755666,7726.11099664689,7249.79932596262
Botswana,BWA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,8.19,7.69,7.79,..,..
Botswana,BWA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,10.22,7.86,7.94,..,..
Botswana,BWA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,3.307692,..,..,..,..
Botswana,BWA,"Time to import, border compliance (hours)",IC.IMP.TMBC,3.5,..,..,..,..
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.7673386775793,15.8485265356365,18.5469003894967,19.1853009729027,15.7436671722105
Brazil,BRA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.3325660908859,-9.47663902604246,13.7520532469182,0.951493760377801,-261.884174554865
Brazil,BRA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,264571774325.941,239499262308.276,272435328386.886,275027533537.552,-445226052465.871
Brazil,BRA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-67347206434.925,-16260263275.065,-50167884370.85,-46760102478.27,-29333539072.09
Brazil,BRA,Net foreign assets (current LCU),FM.AST.NFRG.CN,1070671652393.03,1297344686556.4,1334026229781.11,1087569409206.39,1097230283761.3
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,2.90848048667777
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,8845.32414932264,6923.6999117682,7794.88097933152,9065.49733395404,10043.6239221567
Brazil,BRA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,13.43,13.55,13.2,..,..
Brazil,BRA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,13.56,13.55,13.5,..,..
Brazil,BRA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,24,..,..,..,..
Brazil,BRA,"Time to import, border compliance (hours)",IC.IMP.TMBC,30,..,..,..,..
British Virgin Islands,VGB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..
British Virgin Islands,VGB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
British Virgin Islands,VGB,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
British Virgin Islands,VGB,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
British Virgin Islands,VGB,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
British Virgin Islands,VGB,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
British Virgin Islands,VGB,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
British Virgin Islands,VGB,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
British Virgin Islands,VGB,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Brunei Darussalam,BRN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,50.5636178198506,52.9348922424642,66.9542015668641,60.5846089959126,60.0281737226204
Brunei Darussalam,BRN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,13.7660415750733,-2.05506528983256,29.4638096497305,9.5388930621873,-7.78087684021082
Brunei Darussalam,BRN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,7385866553.85021,7234082173.94869,9365518375.58602,10258885158.1527,9460653938.81814
Brunei Darussalam,BRN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,355415876.000335,-201655625.709378,976595743.407997,2463712221.30762,1142916798.60107
Brunei Darussalam,BRN,Net foreign assets (current LCU),FM.AST.NFRG.CN,14324879056.6969,13317288427.1519,15026472115.0148,16047340384.5015,14592521240.7636
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.86910986506845,1.1335733495246,-1.59076260099606,-1.62833154515108,1.40706822925519
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,30748.3092371228,27179.3528869398,31448.9127482937,37152.4769749763,33430.9184783787
Brunei Darussalam,BRN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,0.15,0.15,0.12,..,..
Brunei Darussalam,BRN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,0.21,0.21,0.21,..,..
Brunei Darussalam,BRN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,132,..,..,..,..
Brunei Darussalam,BRN,"Time to import, border compliance (hours)",IC.IMP.TMBC,48,..,..,..,..
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,60.7432227346903,54.1977954215794,59.573569084694,68.9888257228862,57.7173177524782
Bulgaria,BGR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.22412246927058,-4.30796908425091,10.7372196319956,14.9691301490602,-6.27035781724302
Bulgaria,BGR,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,40171394372.5891,38440823122.3054,42568298729.2943,48940402768.3231,45871664397.5494
Bulgaria,BGR,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,2677930000,2394090000,3603660000,4823530000,1254540000
Bulgaria,BGR,Net foreign assets (current LCU),FM.AST.NFRG.CN,58042659908.981,66816963923.8061,71857233270.7935,83389505447.8208,88537194078.9707
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.03518894662498,-3.96615613627334,7.6617480742932,3.92643222124569,1.84638956019879
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,9874.33632625168,10148.3423954435,12219.3418706779,13974.4492487792,15797.5955773596
Bulgaria,BGR,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.55,1.71,2.24,..,..
Bulgaria,BGR,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,6.16,4.32,5.63,..,..
Bulgaria,BGR,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,0.5,..,..,..,..
Bulgaria,BGR,"Time to import, border compliance (hours)",IC.IMP.TMBC,0.5,..,..,..,..
Burkina Faso,BFA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,31.1509972213594,28.9629129522965,29.7052524548311,33.0990299075644,35.9600309719785
Burkina Faso,BFA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.35444634671866,1.53485862528309,6.49591697849714,6.11354662093034,12.8027429195055
Burkina Faso,BFA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,5171302955.51087,5250675144.96305,5591754643.19043,5933609170.22992,6693273898.14266
Burkina Faso,BFA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-316070181.024214,1103456302.44534,460116185.169901,-1025096835.68073,..
Burkina Faso,BFA,Net foreign assets (current LCU),FM.AST.NFRG.CN,1508092203124.05,1989273664283.07,2633776019989.43,1974172249169.18,1627659759866.98
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.8892049704591,2.01077262411845,6.93915524675779,1.77791543778547,2.96018001322078
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,765.229560401644,823.552410880968,888.803610895832,830.043965850311,874.121280381345
Burkina Faso,BFA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,11.41,11,11.33,..,..
Burkina Faso,BFA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,12.17,12.17,12.17,..,..
Burkina Faso,BFA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,96,..,..,..,..
Burkina Faso,BFA,"Time to import, border compliance (hours)",IC.IMP.TMBC,102,..,..,..,..
Burundi,BDI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.8541700005272,22.2240099992609,23.8183699996008,23.3442218510957,24.3298626640039
Burundi,BDI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,17.1000000030359,3.38571000075643,3.21046878290147,7.02028999502511,7.04000000377643
Burundi,BDI,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,710425985.961695,734478949.616373,758059167.010789,811277118.868818,868391028.06782
Burundi,BDI,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-270549827.0896,-232917735.133142,-290952380.46103,-432602885.969907,-452817778.39181
Burundi,BDI,Net foreign assets (current LCU),FM.AST.NFRG.CN,-200234671775.7,-210887344032.896,-461365768390.033,-697742205415.468,-1379547874083.9
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.81256532401552,0.327156892638385,3.09999999870627,1.84899943948213,2.70000059705133
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,216.972970900616,216.827417481114,221.157803429854,259.025031363088,199.580760181492
Burundi,BDI,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,11.78,11.78,11.29,..,..
Burundi,BDI,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,12.96,12.97,12.98,..,..
Burundi,BDI,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,180,..,..,..,..
Burundi,BDI,"Time to import, border compliance (hours)",IC.IMP.TMBC,154.3,..,..,..,..
